question	answer	video_id	action
what is the man wearing black t-shirt doing ?	falling	fall11	fall
what is the woman wearing white pants doing?	unknown	fall11	fall
what is the woman wearing pink t-shirt doing?	unknown	fall11	fall
who is falling ?	the man wearing white t-shirt	fall11	fall
who is fighting ?	unknown	fall11	fall
who has a box ?	the man wearing white hat	fall11	fall
who has a rod ?	unknown	fall11	fall
when does the fall happen ?	daytime	fall11	fall
when does the fighting happen ?	unknown	fall11	fall
does the video happen night-time ?	no	fall11	fall
does the video happen daytime ?	yes	fall11	fall
where does the fall happen ?	indoor	fall11	fall
where does the fight happen ?	unknown	fall11	fall
does the video happen outdoor ?	no	fall11	fall
does the video happen indoor ?	yes	fall11	fall
where does the man fall ?	ground	fall11	fall
does the video have fall ?	yes	fall12	fall
does the video have assault ?	no	fall12	fall
what is the woman wearing blue pants doing ?	falling	fall12	fall
what is the woman wearing gray coat doing ?	falling	fall12	fall
what is the man wearing blue t-shirt doing?	unknown	fall12	fall
what is the man wearing black pants doing?	unknown	fall12	fall
who is falling  ?	the woman wearing blue pants	fall12	fall
who is shooting ?	unknown	fall12	fall
who has a rod ?	unknown	fall12	fall
when does the fall happen ?	night-time	fall12	fall
when does the assault happen ?	unknown	fall12	fall
does the video happen daytime ?	no	fall12	fall
does the video happen night-time ?	yes	fall12	fall
where does the fall happen ?	outdoor	fall12	fall
where does the fight happen ?	unknown	fall12	fall
does the video happen indoor ?	no	fall12	fall
does the video happen outdoor ?	yes	fall12	fall
where does the woman fall ?	ground	fall12	fall
does the video have fall ?	yes	fall13	fall
does the video have fight?	no	fall13	fall
what is the man wearing a pink t-shirt doing?	unknown	fall13	fall
what is the man wearing a coat doing ?	falling	fall13	fall
who is falling ?	the man wearing a coat	fall13	fall
who is assaulting ?	unknown	fall13	fall
who walks the dog ?	the man wearing a coat	fall13	fall
who has a rod ?	unknown	fall13	fall
when does the fall happen ?	daytime	fall13	fall
when does the shooting happen ?	unknown	fall13	fall
does the video happen night-time ?	no	fall13	fall
does the video happen daytime  ?	yes	fall13	fall
where does the fall happen ?	outdoor	fall13	fall
where does the shooting happen ?	unknown	fall13	fall
does the video happen indoor ?	no	fall13	fall
does the video happen outdoor ?	yes	fall13	fall
where does the man fall ?	ground	fall13	fall
does the video have fall ?	yes	fall14	fall
does the video have shooting ?	no	fall14	fall
what is the woman wearing blue pants doing ?	falling	fall14	fall
what is the woman wearing white shirt doing ?	falling	fall14	fall
what is the man wearing blue shirt doing?	unknown	fall14	fall
what is the man wearing black t-shirt doing?	unknown	fall14	fall
who is falling ?	the woman wearing blue t-shirt	fall14	fall
who is fighting ?	unknown	fall14	fall
who rides a bicycle  ?	the woman wearing a blue pants	fall14	fall
who has a rod ?	unknown	fall14	fall
when does the fall happen ?	daytime	fall14	fall
when does the fighting happen ?	unknown	fall14	fall
does the video happen night-time ?	no	fall14	fall
does the video happen daytime ?	yes	fall14	fall
where does the fall happen ?	outdoor	fall14	fall
where does the shooting happen ?	unknown	fall14	fall
does the video happen indoor ?	no	fall14	fall
does the video happen outdoor ?	yes	fall14	fall
where does the woman fall ?	ground	fall14	fall
does the video have fight ?	yes	fight01	fight
does the video have shooting ?	no	fight01	fight
what is the man wearing black t-shirt doing ?	fighting	fight01	fight
what is the man wearing white t-shirt doing ?	fighting	fight01	fight
what is the man wearing pink t-shirt doing?	unknown	fight01	fight
what is the woman wearing blue t-shirt doing?	unknown	fight01	fight
who is fighting ?	the man wearing black t-shirt	fight01	fight
who is shooting ?	unknown	fight01	fight
who hit by hand ?	the man wearing black t-shirt	fight01	fight
who has a rod ?	unknown	fight01	fight
when does the fall happen ?	night-time	fight01	fight
when does the assault happen ?	unknown	fight01	fight
does the video happen daytime ?	no	fight01	fight
does the video happen night-time ?	yes	fight01	fight
where does the fall happen ?	indoor	fight01	fight
where does the fall happen ?	unknown	fight01	fight
does the video happen outdoor ?	no	fight01	fight
does the video happen indoor ?	yes	fight01	fight
does the video have fight ?	yes	fight02	fight
does the video have shooting ?	no	fight02	fight
what is the man wearing white t-shirt doing ?	fighting	fight02	fight
what is the man without clothes doing ?	fighting	fight02	fight
what is the man wearing gray t-shirt doing?	unknown	fight02	fight
what is the woman wearing blue shirt doing?	unknown	fight02	fight
does the video have fall ?	yes	fight02	fight
who is fighting ?	the man without clothes	fight02	fight
who is shooting ?	unknown	fight02	fight
who hit by hand ?	the man wearing white t-shirt	fight02	fight
who is standing by a car ?	unknown	fight02	fight
when does the fight happen ?	night-time	fight02	fight
when does the shooting happen ?	unknown	fight02	fight
does the video happen daytime ?	no	fight02	fight
does the video happen night-time ?	yes	fight02	fight
where does the fall happen ?	indoor	fight02	fight
where does the assault happen ?	unknown	fight02	fight
does the video happen outdoor ?	no	fight02	fight
does the video happen indoor ?	yes	fight02	fight
does the video have fight ?	yes	fight03	fight
does the video have shooting ?	no	fight03	fight
what is the man wearing gray suit doing ?	fighting	fight03	fight
what is the man wearing white t-shirt doing ?	fighting	fight03	fight
what is the woman wearing blue skirt doing?	unknown	fight03	fight
what is the woman wearing green skirt doing?	unknown	fight03	fight
who is fighting ?	the man wearing gray suit	fight03	fight
who is assaulting ?	unknown	fight03	fight
who holds the chair ?	the man wearing gray suit	fight03	fight
who has a rod ?	unknown	fight03	fight
when does the fight happen ?	night-time	fight03	fight
when does the fall happen ?	unknown	fight03	fight
does the video happen daytime ?	no	fight03	fight
does the video happen night-time ?	yes	fight03	fight
where does the fall happen ?	outdoor	fight03	fight
where does the shooting happen ?	unknown	fight03	fight
does the video happen indoor ?	no	fight03	fight
does the video happen outdoor ?	yes	fight03	fight
does the video have fight ?	yes	fight04	fight
does the video have shooting ?	no	fight04	fight
what is the woman wearing sleeveless white shirt doing ?	fighting	fight04	fight
what is the man wearing black pants doing ?	fighting	fight04	fight
what is the man wearing blue skirt doing?	unknown	fight04	fight
what is the man wearing gray t-shirt doing?	unknown	fight04	fight
who is fighting ?	the woman wearing sleeveless white shirt	fight04	fight
who is shooting ?	unknown	fight04	fight
who hold a bottle  ?	the man wearing white t-shirt	fight04	fight
who is standing by a car ?	unknown	fight04	fight
when does the fight happen ?	night-time	fight04	fight
when does the shooting happen ?	unknown	fight04	fight
does the video happen daytime ?	no	fight04	fight
does the video happen night-time ?	yes	fight04	fight
where does the fight happen ?	indoor	fight04	fight
where does the assault happen ?	unknown	fight04	fight
does the video happen outdoor ?	no	fight04	fight
does the video happen indoor ?	yes	fight04	fight
does the video have fight ?	yes	fight05	fight
does the video have assault ?	no	fight05	fight
what is the man wearing black t-shirt doing ?	fighting	fight05	fight
what is the woman wearing blue skirt doing?	unknown	fight05	fight
who is fighting ?	the man wearing black t-shirt	fight05	fight
who is assaulting ?	unknown	fight05	fight
who hit by hand ?	the man wearing black t-shirt	fight05	fight
who is opening the gate ?	unknown	fight05	fight
when does the fight happen ?	night-time	fight05	fight
when does the shooting happen ?	unknown	fight05	fight
does the video happen daytime ?	no	fight05	fight
does the video happen night-time ?	yes	fight05	fight
where does the fall happen ?	indoor	fight05	fight
where does the assault happen ?	unknown	fight05	fight
does the video happen outdoor ?	no	fight05	fight
does the video happen indoor ?	yes	fight05	fight
does the video have fight ?	yes	fight06	fight
does the video have shooting ?	no	fight06	fight
what is the woman wearing white skirt doing ?	fighting	fight06	fight
what is the woman wearing red skirt doing ?	lying	fight06	fight
what is the man wearing white t-shirt doing?	unknown	fight06	fight
what is the man wearing green t-shirt doing?	unknown	fight06	fight
does the video have falling ?	yes	fight06	fight
who is fighting ?	the woman wearing white skirt	fight06	fight
who is shooting ?	unknown	fight06	fight
who hit by hand ?	the woman wearing white skirt	fight06	fight
who is hit ?	the woman lying on the ground	fight06	fight
